,summary_metrics,_step,_runtime,_timestamp
0,"{'_type': 'table-file', 'ncols': 3, 'nrows': 3, 'path': 'media/table/summary_metrics_0_b59ce92b.table.json', 'sha256': 'b59ce92bb8c8eadeee1218c979e9351251c764d7a9dc7ce23d29bb65170c0dd8', 'size': 193}",0,2.422698497772217,1598977635.7786088
